0,16,enzyme,disrupts,embryonic structure
1,4,nucleic acid nucleoside or nucleotide,affects,physiologic function
0,4,nucleic acid nucleoside or nucleotide,affects,human
1,11,cell,produces,amino acid peptide or protein
0,11,cell,produces,chemical viewed structurally
1,1,cell component,location of,cell function
0,1,cell component,location of,organic chemical
1,14,cell or molecular dysfunction,process of,mental process
0,14,cell or molecular dysfunction,process of,regulation or law
1,4,hormone,affects,cell function
0,4,spatial concept,affects,cell function
1,4,organic chemical,affects,experimental model of disease
0,4,body space or junction,affects,experimental model of disease
1,4,mental process,affects,archaeon
0,4,mental process,affects,disease or syndrome
1,5,behavior,associated with,group
0,5,behavior,associated with,element ion or isotope
1,17,cell component,issue in,biomedical occupation or discipline
0,17,cell component,issue in,environmental effect of humans
1,2,experimental model of disease,manifestation of,molecular function
0,2,organism,manifestation of,molecular function
1,4,neuroreactive substance or biogenic amine,affects,physiologic function
0,4,neuroreactive substance or biogenic amine,affects,gene or genome
1,8,enzyme,complicates,organ or tissue function
0,8,chemical viewed functionally,complicates,organ or tissue function
1,18,anatomical abnormality,part of,amphibian
0,18,self help or relief organization,part of,amphibian
1,17,embryonic structure,issue in,occupation or discipline
0,17,embryonic structure,issue in,vertebrate
1,2,disease or syndrome,manifestation of,pathologic function
0,2,disease or syndrome,manifestation of,vertebrate
1,3,organic chemical,is a,entity
0,3,organic chemical,is a,chemical
1,11,mental or behavioral dysfunction,produces,immunologic factor
0,11,family group,produces,immunologic factor
1,1,cell,location of,bacterium
0,1,nucleotide sequence,location of,bacterium
1,7,neoplastic process,result of,natural phenomenon or process
0,7,carbohydrate,result of,natural phenomenon or process
1,4,disease or syndrome,affects,pathologic function
0,4,disease or syndrome,affects,organ or tissue function
1,19,laboratory procedure,measures,organ or tissue function
0,19,laboratory procedure,measures,chemical viewed functionally
1,4,mental or behavioral dysfunction,affects,fungus
0,4,biomedical occupation or discipline,affects,fungus
1,17,natural phenomenon or process,issue in,biomedical occupation or discipline
0,17,eicosanoid,issue in,biomedical occupation or discipline
1,20,therapeutic or preventive procedure,prevents,disease or syndrome
0,20,therapeutic or preventive procedure,prevents,biomedical or dental material
1,4,mental or behavioral dysfunction,affects,invertebrate
0,4,amphibian,affects,invertebrate
1,16,immunologic factor,disrupts,embryonic structure
0,16,tissue,disrupts,embryonic structure
1,21,receptor,causes,anatomical abnormality
0,21,receptor,causes,reptile
1,22,immunologic factor,indicates,bacterium
0,22,immunologic factor,indicates,group
1,7,experimental model of disease,result of,biologic function
0,7,quantitative concept,result of,biologic function
1,1,self help or relief organization,location of,research activity
0,1,laboratory or test result,location of,research activity
1,3,pharmacologic substance,is a,entity
0,3,invertebrate,is a,entity
1,23,pharmacologic substance,treats,sign or symptom
0,23,molecular sequence,treats,sign or symptom
1,4,organic chemical,affects,mental process
0,4,organic chemical,affects,organ or tissue function
1,22,immunologic factor,indicates,rickettsia or chlamydia
0,22,medical device,indicates,rickettsia or chlamydia
1,11,molecular function,produces,receptor
0,11,molecular function,produces,body part organ or organ component
1,2,cell or molecular dysfunction,manifestation of,genetic function
0,2,nucleic acid nucleoside or nucleotide,manifestation of,genetic function
1,3,regulation or law,is a,intellectual product
0,3,regulation or law,is a,amino acid peptide or protein
1,14,cell function,process of,bacterium
0,14,organism,process of,bacterium
1,6,nucleic acid nucleoside or nucleotide,interacts with,pharmacologic substance
0,6,nucleic acid nucleoside or nucleotide,interacts with,gene or genome
1,3,human,is a,vertebrate
0,3,human,is a,anatomical abnormality
1,16,receptor,disrupts,body part organ or organ component
0,16,environmental effect of humans,disrupts,body part organ or organ component
1,3,eicosanoid,is a,entity
0,3,eicosanoid,is a,invertebrate
1,6,amino acid peptide or protein,interacts with,element ion or isotope
0,6,amino acid peptide or protein,interacts with,clinical attribute
1,11,mental process,produces,immunologic factor
0,11,mental process,produces,alga
1,8,biologically active substance,complicates,cell or molecular dysfunction
0,8,biologically active substance,complicates,entity
1,3,group attribute,is a,conceptual entity
0,3,group attribute,is a,self help or relief organization
1,3,organism attribute,is a,conceptual entity
0,3,idea or concept,is a,conceptual entity
1,2,finding,manifestation of,neoplastic process
0,2,finding,manifestation of,bacterium
1,2,congenital abnormality,manifestation of,biologic function
0,2,congenital abnormality,manifestation of,vertebrate
1,16,hormone,disrupts,body part organ or organ component
0,16,hormone,disrupts,health care activity
1,4,cell component,affects,genetic function
0,4,cell component,affects,eicosanoid
1,18,cell component,part of,cell
0,18,cell component,part of,gene or genome
1,16,immunologic factor,disrupts,cell
0,16,social behavior,disrupts,cell
1,18,anatomical structure,part of,invertebrate
0,18,anatomical structure,part of,health care activity
1,19,molecular biology research technique,measures,cell or molecular dysfunction
0,19,machine activity,measures,cell or molecular dysfunction
1,24,finding,evaluation of,pathologic function
0,24,enzyme,evaluation of,pathologic function
1,8,experimental model of disease,complicates,disease or syndrome
0,8,experimental model of disease,complicates,research device
1,2,organism attribute,manifestation of,mental process
0,2,governmental or regulatory activity,manifestation of,mental process
1,17,acquired abnormality,issue in,occupation or discipline
0,17,chemical viewed functionally,issue in,occupation or discipline
1,25,diagnostic procedure,diagnoses,injury or poisoning
0,25,diagnostic procedure,diagnoses,organophosphorus compound
1,14,biologic function,process of,cell or molecular dysfunction
0,14,biologic function,process of,laboratory procedure
1,2,cell or molecular dysfunction,manifestation of,physiologic function
0,2,cell or molecular dysfunction,manifestation of,cell
1,18,tissue,part of,animal
0,18,human caused phenomenon or process,part of,animal
1,7,neoplastic process,result of,social behavior
0,7,quantitative concept,result of,social behavior
1,4,hazardous or poisonous substance,affects,cell or molecular dysfunction
0,4,hazardous or poisonous substance,affects,health care activity
1,3,regulation or law,is a,entity
0,3,governmental or regulatory activity,is a,entity
1,11,organ or tissue function,produces,receptor
0,11,research activity,produces,receptor
1,21,chemical viewed functionally,causes,neoplastic process
0,21,chemical viewed functionally,causes,chemical viewed structurally
1,7,neoplastic process,result of,environmental effect of humans
0,7,quantitative concept,result of,environmental effect of humans
1,21,hormone,causes,cell or molecular dysfunction
0,21,gene or genome,causes,cell or molecular dysfunction
1,4,biologically active substance,affects,cell or molecular dysfunction
0,4,clinical attribute,affects,cell or molecular dysfunction
1,21,eicosanoid,causes,pathologic function
0,21,mental or behavioral dysfunction,causes,pathologic function
1,26,reptile,exhibits,behavior
0,26,self help or relief organization,exhibits,behavior
1,26,family group,exhibits,behavior
0,26,family group,exhibits,nucleotide sequence
1,7,clinical attribute,result of,experimental model of disease
0,7,indicator reagent or diagnostic aid,result of,experimental model of disease
1,23,therapeutic or preventive procedure,treats,sign or symptom
0,23,therapeutic or preventive procedure,treats,idea or concept
1,1,virus,location of,biologically active substance
0,1,virus,location of,bacterium
1,27,indicator reagent or diagnostic aid,ingredient of,clinical drug
0,27,medical device,ingredient of,clinical drug
1,2,sign or symptom,manifestation of,congenital abnormality
0,2,sign or symptom,manifestation of,lipid
1,7,clinical attribute,result of,molecular function
0,7,daily or recreational activity,result of,molecular function
1,21,antibiotic,causes,anatomical abnormality
0,21,antibiotic,causes,research device
1,6,chemical viewed structurally,interacts with,vitamin
0,6,research activity,interacts with,vitamin
1,7,cell or molecular dysfunction,result of,mental process
0,7,cell or molecular dysfunction,result of,group
1,1,body space or junction,location of,physiologic function
0,1,body space or junction,location of,language
1,14,pathologic function,process of,amphibian
0,14,biomedical occupation or discipline,process of,amphibian
1,4,organism function,affects,clinical attribute
0,4,organism function,affects,genetic function
1,8,hormone,complicates,cell function
0,8,chemical viewed structurally,complicates,cell function
1,6,amphibian,interacts with,fish
0,6,chemical,interacts with,fish
1,19,diagnostic procedure,measures,carbohydrate
0,19,disease or syndrome,measures,carbohydrate
1,7,organ or tissue function,result of,molecular function
0,7,intellectual product,result of,molecular function
1,6,eicosanoid,interacts with,neuroreactive substance or biogenic amine
0,6,medical device,interacts with,neuroreactive substance or biogenic amine
1,4,molecular function,affects,mental process
0,4,clinical attribute,affects,mental process
1,11,health care related organization,produces,regulation or law
0,11,food,produces,regulation or law
1,15,pathologic function,co-occurs with,anatomical abnormality
0,15,individual behavior,co-occurs with,anatomical abnormality
1,6,fish,interacts with,reptile
0,6,fish,interacts with,pathologic function
1,20,pharmacologic substance,prevents,neoplastic process
0,20,diagnostic procedure,prevents,neoplastic process
1,14,physiologic function,process of,plant
0,14,physiologic function,process of,nucleotide sequence
1,15,congenital abnormality,co-occurs with,acquired abnormality
0,15,eicosanoid,co-occurs with,acquired abnormality
1,17,animal,issue in,occupation or discipline
0,17,hazardous or poisonous substance,issue in,occupation or discipline
1,6,nucleic acid nucleoside or nucleotide,interacts with,lipid
0,6,nucleic acid nucleoside or nucleotide,interacts with,amphibian
1,2,acquired abnormality,manifestation of,mental process
0,2,acquired abnormality,manifestation of,molecular function
1,1,anatomical structure,location of,rickettsia or chlamydia
0,1,anatomical structure,location of,professional or occupational group
1,3,self help or relief organization,is a,organization
0,3,self help or relief organization,is a,group attribute
1,12,cell or molecular dysfunction,degree of,experimental model of disease
0,12,physical object,degree of,experimental model of disease
1,4,hormone,affects,organ or tissue function
0,4,hormone,affects,environmental effect of humans
1,9,neoplastic process,occurs in,mental or behavioral dysfunction
0,9,neoplastic process,occurs in,group
1,4,cell function,affects,plant
0,4,cell function,affects,hormone
1,4,cell or molecular dysfunction,affects,vertebrate
0,4,cell or molecular dysfunction,affects,tissue
1,17,family group,issue in,occupation or discipline
0,17,family group,issue in,cell function
1,28,clinical attribute,property of,animal
0,28,reptile,property of,animal
1,8,disease or syndrome,complicates,acquired abnormality
0,8,disease or syndrome,complicates,quantitative concept
1,29,self help or relief organization,manages,patient or disabled group
0,29,occupation or discipline,manages,patient or disabled group
1,16,injury or poisoning,disrupts,cell
0,16,organism,disrupts,cell
1,4,cell component,affects,organism function
0,4,virus,affects,organism function
1,11,physiologic function,produces,receptor
0,11,physiologic function,produces,amino acid sequence
1,21,biologically active substance,causes,neoplastic process
0,21,social behavior,causes,neoplastic process
1,7,mental process,result of,environmental effect of humans
0,7,classification,result of,environmental effect of humans
1,23,antibiotic,treats,injury or poisoning
0,23,archaeon,treats,injury or poisoning
1,14,biologic function,process of,experimental model of disease
0,14,carbohydrate sequence,process of,experimental model of disease
1,6,lipid,interacts with,chemical
0,6,professional society,interacts with,chemical
1,6,plant,interacts with,invertebrate
0,6,plant,interacts with,fungus
1,11,organization,produces,classification
0,11,organization,produces,injury or poisoning
1,14,physiologic function,process of,genetic function
0,14,physiologic function,process of,medical device
1,21,virus,causes,disease or syndrome
0,21,virus,causes,human caused phenomenon or process
1,4,molecular function,affects,natural phenomenon or process
0,4,event,affects,natural phenomenon or process
1,2,sign or symptom,manifestation of,biologic function
0,2,sign or symptom,manifestation of,group
1,30,laboratory procedure,assesses effect of,molecular function
0,30,gene or genome,assesses effect of,molecular function
1,31,therapeutic or preventive procedure,method of,occupation or discipline
0,31,therapeutic or preventive procedure,method of,mental or behavioral dysfunction
1,6,animal,interacts with,fish
0,6,animal,interacts with,laboratory or test result
1,3,body part organ or organ component,is a,physical object
0,3,quantitative concept,is a,physical object
1,14,genetic function,process of,natural phenomenon or process
0,14,genetic function,process of,phenomenon or process
1,6,plant,interacts with,organism
0,6,plant,interacts with,alga
1,1,gene or genome,location of,fungus
0,1,functional concept,location of,fungus
1,14,physiologic function,process of,cell or molecular dysfunction
0,14,invertebrate,process of,cell or molecular dysfunction
1,24,sign or symptom,evaluation of,molecular function
0,24,cell,evaluation of,molecular function
1,14,disease or syndrome,process of,biologic function
0,14,diagnostic procedure,process of,biologic function
1,32,laboratory or test result,measurement of,chemical viewed structurally
0,32,laboratory or test result,measurement of,nucleotide sequence
1,4,organ or tissue function,affects,bacterium
0,4,organ or tissue function,affects,antibiotic
1,9,mental or behavioral dysfunction,occurs in,age group
0,9,mental or behavioral dysfunction,occurs in,body part organ or organ component
1,33,cell or molecular dysfunction,precedes,mental or behavioral dysfunction
0,33,cell or molecular dysfunction,precedes,qualitative concept
1,17,spatial concept,issue in,biomedical occupation or discipline
0,17,fully formed anatomical structure,issue in,biomedical occupation or discipline
1,8,immunologic factor,complicates,congenital abnormality
0,8,human,complicates,congenital abnormality
1,2,finding,manifestation of,injury or poisoning
0,2,finding,manifestation of,alga
1,21,rickettsia or chlamydia,causes,mental or behavioral dysfunction
0,21,disease or syndrome,causes,mental or behavioral dysfunction
1,2,disease or syndrome,manifestation of,mental process
0,2,self help or relief organization,manifestation of,mental process
1,34,body substance,consists of,lipid
0,34,body substance,consists of,nucleotide sequence
1,8,neoplastic process,complicates,acquired abnormality
0,8,neoplastic process,complicates,natural phenomenon or process
1,19,laboratory procedure,measures,immunologic factor
0,19,laboratory procedure,measures,vitamin
1,5,molecular biology research technique,associated with,anatomical abnormality
0,5,molecular biology research technique,associated with,behavior
1,1,cell,location of,cell or molecular dysfunction
0,1,clinical attribute,location of,cell or molecular dysfunction
1,14,disease or syndrome,process of,bacterium
0,14,disease or syndrome,process of,amphibian
1,35,patient or disabled group,performs,activity
0,35,patient or disabled group,performs,molecular function
1,36,intellectual product,conceptual part of,diagnostic procedure
0,36,laboratory or test result,conceptual part of,diagnostic procedure
1,7,organism function,result of,organ or tissue function
0,7,organism function,result of,hazardous or poisonous substance
1,35,population group,performs,occupational activity
0,35,intellectual product,performs,occupational activity
1,12,disease or syndrome,degree of,neoplastic process
0,12,disease or syndrome,degree of,research device
1,37,diagnostic procedure,analyzes,chemical
0,37,diagnostic procedure,analyzes,antibiotic
1,4,cell function,affects,natural phenomenon or process
0,4,cell function,affects,antibiotic
1,3,amphibian,is a,animal
0,3,amino acid sequence,is a,animal
1,4,eicosanoid,affects,cell or molecular dysfunction
0,4,regulation or law,affects,cell or molecular dysfunction
1,7,clinical attribute,result of,environmental effect of humans
0,7,nucleic acid nucleoside or nucleotide,result of,environmental effect of humans
1,14,biologic function,process of,disease or syndrome
0,14,professional society,process of,disease or syndrome
1,11,tissue,produces,receptor
0,11,tissue,produces,genetic function
1,3,chemical viewed functionally,is a,substance
0,3,chemical viewed functionally,is a,anatomical abnormality
1,4,neuroreactive substance or biogenic amine,affects,experimental model of disease
0,4,qualitative concept,affects,experimental model of disease
1,8,enzyme,complicates,anatomical abnormality
0,8,professional or occupational group,complicates,anatomical abnormality
1,4,hazardous or poisonous substance,affects,pathologic function
0,4,bacterium,affects,pathologic function
1,25,laboratory procedure,diagnoses,disease or syndrome
0,25,laboratory procedure,diagnoses,individual behavior
1,1,anatomical abnormality,location of,cell or molecular dysfunction
0,1,anatomical abnormality,location of,body part organ or organ component
1,2,neoplastic process,manifestation of,organism function
0,2,human caused phenomenon or process,manifestation of,organism function
1,4,congenital abnormality,affects,archaeon
0,4,amino acid sequence,affects,archaeon
1,4,biologic function,affects,vertebrate
0,4,manufactured object,affects,vertebrate
1,1,cell component,location of,organism function
0,1,rickettsia or chlamydia,location of,organism function
1,4,immunologic factor,affects,natural phenomenon or process
0,4,immunologic factor,affects,manufactured object
1,11,gene or genome,produces,biologically active substance
0,11,gene or genome,produces,fungus
1,21,element ion or isotope,causes,experimental model of disease
0,21,invertebrate,causes,experimental model of disease
1,7,cell function,result of,human caused phenomenon or process
0,7,organophosphorus compound,result of,human caused phenomenon or process
1,7,experimental model of disease,result of,organ or tissue function
0,7,chemical viewed functionally,result of,organ or tissue function
1,19,research activity,measures,chemical
0,19,gene or genome,measures,chemical
1,14,mental process,process of,organism function
0,14,nucleic acid nucleoside or nucleotide,process of,organism function
1,25,antibiotic,diagnoses,experimental model of disease
0,25,organism function,diagnoses,experimental model of disease
1,5,geographic area,associated with,anatomical abnormality
0,5,temporal concept,associated with,anatomical abnormality
1,1,tissue,location of,bacterium
0,1,tissue,location of,embryonic structure
1,7,disease or syndrome,result of,environmental effect of humans
0,7,biomedical occupation or discipline,result of,environmental effect of humans
1,7,injury or poisoning,result of,behavior
0,7,daily or recreational activity,result of,behavior
1,3,clinical attribute,is a,entity
0,3,daily or recreational activity,is a,entity
1,3,congenital abnormality,is a,anatomical abnormality
0,3,congenital abnormality,is a,genetic function
1,8,cell or molecular dysfunction,complicates,congenital abnormality
0,8,cell or molecular dysfunction,complicates,idea or concept
1,34,body substance,consists of,organophosphorus compound
0,34,body substance,consists of,archaeon
1,4,mental process,affects,cell or molecular dysfunction
0,4,mammal,affects,cell or molecular dysfunction
1,38,professional society,carries out,molecular biology research technique
0,38,temporal concept,carries out,molecular biology research technique
1,6,organophosphorus compound,interacts with,indicator reagent or diagnostic aid
0,6,organophosphorus compound,interacts with,environmental effect of humans
1,8,pathologic function,complicates,neoplastic process
0,8,temporal concept,complicates,neoplastic process
1,28,clinical attribute,property of,virus
0,28,clinical attribute,property of,element ion or isotope
1,2,disease or syndrome,manifestation of,molecular function
0,2,disease or syndrome,manifestation of,anatomical structure
1,14,cell or molecular dysfunction,process of,neoplastic process
0,14,cell or molecular dysfunction,process of,chemical viewed structurally
1,16,enzyme,disrupts,genetic function
0,16,gene or genome,disrupts,genetic function
1,30,laboratory procedure,assesses effect of,chemical viewed functionally
0,30,archaeon,assesses effect of,chemical viewed functionally
1,5,mental or behavioral dysfunction,associated with,clinical attribute
0,5,mental or behavioral dysfunction,associated with,disease or syndrome
1,1,body location or region,location of,body part organ or organ component
0,1,amino acid sequence,location of,body part organ or organ component
1,4,neoplastic process,affects,animal
0,4,family group,affects,animal
1,31,research activity,method of,biomedical occupation or discipline
0,31,geographic area,method of,biomedical occupation or discipline
1,8,injury or poisoning,complicates,mental or behavioral dysfunction
0,8,injury or poisoning,complicates,intellectual product
1,4,amino acid peptide or protein,affects,molecular function
0,4,amino acid peptide or protein,affects,classification
1,3,therapeutic or preventive procedure,is a,event
0,3,therapeutic or preventive procedure,is a,mental or behavioral dysfunction
1,33,pathologic function,precedes,disease or syndrome
0,33,chemical viewed structurally,precedes,disease or syndrome
1,15,mental or behavioral dysfunction,co-occurs with,acquired abnormality
0,15,mental or behavioral dysfunction,co-occurs with,family group
1,14,neoplastic process,process of,rickettsia or chlamydia
0,14,neoplastic process,process of,classification
1,21,organic chemical,causes,pathologic function
0,21,human,causes,pathologic function
1,14,cell or molecular dysfunction,process of,alga
0,14,congenital abnormality,process of,alga
1,14,experimental model of disease,process of,virus
0,14,experimental model of disease,process of,geographic area
1,4,neuroreactive substance or biogenic amine,affects,natural phenomenon or process
0,4,population group,affects,natural phenomenon or process
1,18,acquired abnormality,part of,reptile
0,18,fungus,part of,reptile
1,1,health care related organization,location of,therapeutic or preventive procedure
0,1,health care related organization,location of,physiologic function
1,3,neoplastic process,is a,natural phenomenon or process
0,3,organism attribute,is a,natural phenomenon or process
1,9,cell or molecular dysfunction,occurs in,neoplastic process
0,9,cell or molecular dysfunction,occurs in,population group
1,17,nucleic acid nucleoside or nucleotide,issue in,occupation or discipline
0,17,gene or genome,issue in,occupation or discipline
1,14,pathologic function,process of,fish
0,14,governmental or regulatory activity,process of,fish
1,18,cell,part of,rickettsia or chlamydia
0,18,chemical,part of,rickettsia or chlamydia
1,12,neoplastic process,degree of,mental or behavioral dysfunction
0,12,age group,degree of,mental or behavioral dysfunction
1,9,neoplastic process,occurs in,patient or disabled group
0,9,sign or symptom,occurs in,patient or disabled group
1,4,organism function,affects,cell function
0,4,medical device,affects,cell function
1,21,element ion or isotope,causes,pathologic function
0,21,organophosphorus compound,causes,pathologic function
1,16,immunologic factor,disrupts,mental process
0,16,immunologic factor,disrupts,carbohydrate sequence
1,4,cell component,affects,molecular function
0,4,cell component,affects,sign or symptom
1,17,animal,issue in,biomedical occupation or discipline
0,17,tissue,issue in,biomedical occupation or discipline
1,7,anatomical abnormality,result of,mental or behavioral dysfunction
0,7,anatomical abnormality,result of,cell function
1,3,mental or behavioral dysfunction,is a,natural phenomenon or process
0,3,mental or behavioral dysfunction,is a,bacterium
1,18,acquired abnormality,part of,mammal
0,18,enzyme,part of,mammal
1,11,professional or occupational group,produces,research device
0,11,activity,produces,research device
1,5,laboratory or test result,associated with,neoplastic process
0,5,laboratory or test result,associated with,drug delivery device
1,4,enzyme,affects,natural phenomenon or process
0,4,health care activity,affects,natural phenomenon or process
1,25,diagnostic procedure,diagnoses,neoplastic process
0,25,diagnostic procedure,diagnoses,geographic area
1,15,disease or syndrome,co-occurs with,experimental model of disease
0,15,laboratory procedure,co-occurs with,experimental model of disease
1,11,biologic function,produces,vitamin
0,11,biologic function,produces,body substance
1,30,laboratory procedure,assesses effect of,inorganic chemical
0,30,laboratory procedure,assesses effect of,governmental or regulatory activity
1,1,body part organ or organ component,location of,mental or behavioral dysfunction
0,1,event,location of,mental or behavioral dysfunction
1,3,diagnostic procedure,is a,health care activity
0,3,diagnostic procedure,is a,biomedical occupation or discipline
1,8,therapeutic or preventive procedure,complicates,physiologic function
0,8,medical device,complicates,physiologic function
1,17,professional or occupational group,issue in,occupation or discipline
0,17,professional or occupational group,issue in,manufactured object
1,12,neoplastic process,degree of,disease or syndrome
0,12,alga,degree of,disease or syndrome
1,21,invertebrate,causes,disease or syndrome
0,21,invertebrate,causes,chemical viewed functionally
1,15,disease or syndrome,co-occurs with,pathologic function
0,15,biomedical occupation or discipline,co-occurs with,pathologic function
1,18,cell component,part of,bird
0,18,cell component,part of,acquired abnormality
1,4,molecular function,affects,organism
0,4,molecular function,affects,anatomical abnormality
1,6,chemical viewed functionally,interacts with,chemical
0,6,chemical viewed functionally,interacts with,element ion or isotope
1,3,chemical viewed structurally,is a,physical object
0,3,idea or concept,is a,physical object
1,3,disease or syndrome,is a,phenomenon or process
0,3,spatial concept,is a,phenomenon or process
1,2,experimental model of disease,manifestation of,pathologic function
0,2,experimental model of disease,manifestation of,injury or poisoning
1,3,experimental model of disease,is a,pathologic function
0,3,functional concept,is a,pathologic function
1,11,population group,produces,manufactured object
0,11,molecular sequence,produces,manufactured object
1,6,organic chemical,interacts with,antibiotic
0,6,laboratory procedure,interacts with,antibiotic
1,10,age group,uses,clinical drug
0,10,age group,uses,tissue
1,7,injury or poisoning,result of,diagnostic procedure
0,7,injury or poisoning,result of,quantitative concept
1,3,plant,is a,entity
0,3,plant,is a,regulation or law
1,4,mental process,affects,animal
0,4,disease or syndrome,affects,animal
1,30,diagnostic procedure,assesses effect of,antibiotic
0,30,clinical drug,assesses effect of,antibiotic
1,4,diagnostic procedure,affects,neoplastic process
0,4,physical object,affects,neoplastic process
1,7,human caused phenomenon or process,result of,anatomical abnormality
0,7,hazardous or poisonous substance,result of,anatomical abnormality
1,8,experimental model of disease,complicates,cell or molecular dysfunction
0,8,vertebrate,complicates,cell or molecular dysfunction
1,7,phenomenon or process,result of,acquired abnormality
0,7,fully formed anatomical structure,result of,acquired abnormality
1,7,pathologic function,result of,therapeutic or preventive procedure
0,7,rickettsia or chlamydia,result of,therapeutic or preventive procedure
1,4,mental or behavioral dysfunction,affects,biologic function
0,4,mental or behavioral dysfunction,affects,fish
1,19,diagnostic procedure,measures,disease or syndrome
0,19,event,measures,disease or syndrome
1,4,immunologic factor,affects,disease or syndrome
0,4,immunologic factor,affects,molecular sequence
1,22,immunologic factor,indicates,virus
0,22,organ or tissue function,indicates,virus
1,30,laboratory procedure,assesses effect of,receptor
0,30,laboratory procedure,assesses effect of,medical device
1,4,organophosphorus compound,affects,molecular function
0,4,educational activity,affects,molecular function
1,4,therapeutic or preventive procedure,affects,molecular function
0,4,mammal,affects,molecular function
1,6,lipid,interacts with,biologically active substance
0,6,lipid,interacts with,finding
1,3,intellectual product,is a,conceptual entity
0,3,intellectual product,is a,clinical attribute
1,7,phenomenon or process,result of,mental or behavioral dysfunction
0,7,nucleic acid nucleoside or nucleotide,result of,mental or behavioral dysfunction
1,7,injury or poisoning,result of,therapeutic or preventive procedure
0,7,finding,result of,therapeutic or preventive procedure
1,4,experimental model of disease,affects,cell or molecular dysfunction
0,4,experimental model of disease,affects,phenomenon or process
1,11,cell function,produces,enzyme
0,11,cell function,produces,professional or occupational group
1,3,receptor,is a,entity
0,3,experimental model of disease,is a,entity
1,14,biologic function,process of,alga
0,14,occupation or discipline,process of,alga
1,10,population group,uses,research device
0,10,bacterium,uses,research device
1,37,laboratory procedure,analyzes,hazardous or poisonous substance
0,37,laboratory procedure,analyzes,social behavior
1,11,genetic function,produces,biologically active substance
0,11,genetic function,produces,human caused phenomenon or process
1,28,organism attribute,property of,reptile
0,28,research activity,property of,reptile
1,9,experimental model of disease,occurs in,family group
0,9,experimental model of disease,occurs in,fish
1,4,cell function,affects,experimental model of disease
0,4,family group,affects,experimental model of disease
1,11,physiologic function,produces,enzyme
0,11,physiologic function,produces,group
1,18,cell,part of,plant
0,18,cell,part of,genetic function
1,7,injury or poisoning,result of,laboratory procedure
0,7,injury or poisoning,result of,acquired abnormality
1,5,individual behavior,associated with,group
0,5,health care activity,associated with,group
1,1,body part organ or organ component,location of,rickettsia or chlamydia
0,1,body part organ or organ component,location of,educational activity
1,19,research activity,measures,indicator reagent or diagnostic aid
0,19,carbohydrate,measures,indicator reagent or diagnostic aid
1,22,laboratory or test result,indicates,experimental model of disease
0,22,environmental effect of humans,indicates,experimental model of disease
1,1,plant,location of,neuroreactive substance or biogenic amine
0,1,archaeon,location of,neuroreactive substance or biogenic amine
1,5,therapeutic or preventive procedure,associated with,cell or molecular dysfunction
0,5,therapeutic or preventive procedure,associated with,quantitative concept
1,5,laboratory or test result,associated with,experimental model of disease
0,5,laboratory or test result,associated with,nucleotide sequence
1,8,pharmacologic substance,complicates,pathologic function
0,8,pharmacologic substance,complicates,phenomenon or process
